row_id,place_id,place_name,city,state,category,latitude,longitude,visit_date,visit_year,visit_month,visit_month_name,day_of_week,is_weekend,season,time_of_day,weather_condition,temperature_c,humidity_percent,rainfall_mm,weather_suitability_score,user_rating,review_text,sentiment_score,sentiment_label,crowd_level,crowd_numeric,entry_free,entry_fee_inr,visit_duration,travel_type,would_revisit,would_recommend,final_recommendation_score
3352,PL9861,Dal Lake,Srinagar,Jammu & Kashmir,Natural,34.085088,74.795135,2021-04-03,2021,4,April,Saturday,Yes,Spring,Morning,Cloudy,24.5,51.0,36.6,0.57,4.8,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,Yes,0.0,4-6 hours,Family,Yes,Yes,0.7005
3353,PL6364,Samanar Hills,Madurai,Tamil Nadu,Natural,9.971382,77.96738400000001,2020-06-16,2020,6,June,Tuesday,No,Monsoon,Morning,Foggy,31.6,86.0,0.2,0.16,4.0,"Perfect spot for photography, loved every moment here",1.0,,Medium,2.0,No,20.0,< 1 hour,Solo,Yes,Yes,0.63
3354,PL0581,Mysore Zoo,Mysore,Karnataka,Natural,12.298536,76.654608,2024-07-01,2024,7,July,Monday,No,Monsoon,Night,Sunny,24.3,85.0,0.3,0.82,4.0,"Perfect spot for photography, loved every moment here",1.0,Positive,Medium,2.0,No,75.0,4-6 hours,Business,Yes,Yes,0.795
3355,PL6568,Humayun's Tomb,Delhi,Delhi,Historic,28.596362,77.24677,2024-06-25,2024,6,June,Tuesday,No,Monsoon,Evening,Heavy Rain,29.2,66.0,4.2,0.38,5.0,Superb ambiance and the staff was extremely helpful,1.0,Positive,Low,1.0,No,250.0,< 1 hour,Solo,No,Yes,0.845
3356,PL6364,Samanar Hills,Madurai,Tamil Nadu,Natural,9.963848,77.968902,2019-01-15,2019,1,January,Tuesday,No,Summer,Evening,Sunny,31.4,33.0,0.2,0.9,3.8,"Perfect spot for photography, loved every moment here",1.0,Positive,High,3.0,No,250.0,< 1 hour,Group,Yes,Yes,0.723
3357,PL4776,Beas River,Manali,Himachal Pradesh,Natural,32.238325,77.191159,2022-09-12,2022,9,September,Monday,No,Monsoon,Night,Heavy Rain,25.3,80.0,0.7,0.27,4.1,"Good for a one time visit, average experience overall",0.0,Neutral,Low,1.0,No,250.0,Full Day,Solo,Yes,Yes,0.6385
3358,PL8420,City Palace,Jaipur,Rajasthan,Historic,26.9282,75.824878,2020-01-14,2020,1,January,Tuesday,No,Summer,Night,Cloudy,32.8,50.0,10.1,0.64,4.3,"Perfect spot for photography, loved every moment here",1.0,Positive,High,,No,500.0,Full Day,Business,Yes,Yes,0.688
3359,PL1954,Birla Mandir,Hyderabad,Telangana,Religious,17.404894,78.472925,2020-06-25,2020,6,June,Thursday,No,Monsoon,Evening,Foggy,26.2,79.0,1.4,0.27,4.7,Amazing historical significance and stunning architecture,1.0,Positive,Low,1.0,No,20.0,1-2 hours,Couple,Yes,Yes,0.7995
3360,PL7387,Chhatrapati Shivaji Museum,Mumbai,Maharashtra,Cultural,18.926501000000002,72.831619,2024-06-04,2024,6,June,Tuesday,No,Monsoon,Afternoon,Windy,21.8,84.0,0.4,0.47,4.0,,1.0,Positive,Medium,2.0,No,500.0,2-4 hours,Business,Yes,,0.7075
3361,PL6457,Manu Temple,Manali,Himachal Pradesh,Religious,32.265286,77.172865,2021-11-27,2021,11,November,Saturday,Yes,Winter,Afternoon,Sunny,10.0,62.0,0.1,0.8,3.9,One of the most beautiful places I have ever seen in my life,1.0,Positive,High,3.0,No,250.0,Full Day,Group,Yes,Yes,0.704
3362,PL5111,Ramnagar Fort,Varanasi,Uttar Pradesh,Historic,,83.036169,2020-11-19,2020,11,November,Thursday,No,Winter,Evening,Cloudy,14.9,47.0,39.8,0.49,4.6,"Overpriced for what it offers, parking was a nightmare",-1.0,Negative,High,3.0,Yes,0.0,4-6 hours,Business,Yes,Yes,0.4185
3363,PL5358,Indian Museum,Kolkata,West Bengal,Cultural,22.554936,88.35307,2024-01-08,2024,1,January,Monday,No,Summer,Morning,Partly Cloudy,33.7,41.0,,0.89,4.9,"Perfect spot for photography, loved every moment here",1.0,Positive,Low,1.0,No,100.0,Full Day,Couple,Yes,Yes,0.9665
3364,PL7790,Golden Temple,Amritsar,Punjab,Religious,31.620871,74.87666899999999,2024-11-27,2024,11,November,Wednesday,No,Winter,Night,Windy,21.4,55.0,1.5,0.62,4.7,"Long queues and rude staff, spoiled the overall experience",-1.0,Negative,High,3.0,No,200.0,4-6 hours,Business,Yes,Yes,0.457
3365,PL7146,Marari Beach,Alleppey,Kerala,Natural,9.586411,76.307579,2019-03-11,2019,3,March,Monday,No,Spring,Night,Windy,25.6,71.0,1.3,0.74,4.6,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,No,100.0,Full Day,Business,Yes,Yes,0.731
3366,PL1359,Salar Jung Museum,Hyderabad,Telangana,Cultural,17.367279,78.476443,2022-09-30,2022,9,September,Friday,No,Monsoon,Afternoon,Windy,28.6,65.0,2.3,0.57,4.3,"Good for a one time visit, average experience overall",0.0,Neutral,Low,1.0,No,100.0,1-2 hours,Group,Yes,Yes,0.7255
3367,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.925669,72.838818,2024-10-29,2024,10,October,Tuesday,No,Winter,Morning,Heavy Rain,,43.0,45.3,0.21,,"Peaceful and serene atmosphere, highly recommended to all",1.0,Positive,Medium,2.0,No,,,Group,Yes,Yes,0.6965
3368,PL7211,Doddabetta Peak,Ooty,Tamil Nadu,Natural,11.401582,76.738372,2024-12-25,2024,12,December,Wednesday,No,Winter,Evening,Windy,25.8,54.0,2.6,0.61,3.6,Amazing historical significance and stunning architecture,1.0,Positive,High,3.0,No,50.0,< 1 hour,Solo,Yes,Yes,0.6385
3369,PL6821,Taj Mahal,Agra,Uttar Pradesh,Historic,27.171651,78.03898500000001,2021-07-01,2021,7,July,Thursday,No,Monsoon,Morning,Sunny,29.5,87.0,1.6,0.92,4.7,Incredible architecture that leaves you speechless completely,1.0,Positive,High,3.0,No,50.0,1-2 hours,Group,Yes,Yes,0.782
3370,PL9780,Old Manali,Manali,Himachal Pradesh,Cultural,32.253026000000006,77.167266,2023-01-19,2023,1,January,Thursday,No,Summer,Night,Partly Cloudy,34.6,,1.8,0.97,4.0,"Okay experience, could be better with improved maintenance",0.0,Neutral,Low,1.0,No,500.0,< 1 hour,Couple,No,Yes,0.8075
3371,PL5296,Sarnath,Varanasi,Uttar Pradesh,Historic,25.374665,83.018124,2021-07-16,2021,7,July,Friday,No,Monsoon,Afternoon,Cloudy,27.0,85.0,0.5,0.44,4.1,"Loved the local food stalls nearby, great overall trip",1.0,Positive,Low,1.0,Yes,0.0,4-6 hours,,No,Yes,0.806
3372,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.296827999999998,82.997774,2022-12-27,2022,12,December,Tuesday,No,Winter,Afternoon,Partly Cloudy,13.3,55.0,1.4,0.9,4.2,,1.0,Positive,High,3.0,No,500.0,2-4 hours,Business,No,Yes,0.747
3373,PL8858,Elephanta Caves,Mumbai,Maharashtra,Historic,18.966406,72.931423,2019-12-08,2019,12,December,Sunday,Yes,Winter,Afternoon,Heavy Rain,12.3,49.0,14.0,0.3,4.2,"Long queues and rude staff, spoiled the overall experience",-1.0,Negative,High,3.0,No,500.0,4-6 hours,Couple,,Yes,0.347
3374,PL7000,Solang Valley,Manali,Himachal Pradesh,Natural,32.320003,77.150259,2019-09-09,2019,9,September,Monday,No,Monsoon,Afternoon,Foggy,25.1,94.0,,0.34,4.1,"Peaceful and serene atmosphere, highly recommended to all",1.0,Positive,Medium,2.0,No,500.0,4-6 hours,Couple,Yes,Yes,0.681
3375,PL6568,Humayun's Tomb,Delhi,Delhi,Historic,28.596883,77.24848399999999,2019-07-12,2019,7,July,Friday,No,Monsoon,Evening,Light Rain,28.6,60.0,7.9,0.46,4.6,,1.0,Positive,High,3.0,No,500.0,1-2 hours,Couple,Yes,Yes,0.661
3376,PL6955,Victoria Memorial,Kolkata,West Bengal,Historic,22.547987,88.344301,2019-01-28,2019,1,January,Monday,No,Summer,Night,Partly Cloudy,34.0,55.0,2.7,0.86,4.4,"Litter everywhere, needs better cleanliness management urgently",-1.0,Negative,High,3.0,Yes,0.0,< 1 hour,Couple,Yes,Yes,0.499
3377,PL8003,Sundarbans,Kolkata,West Bengal,Natural,21.945301,88.992751,2023-04-05,2023,4,April,Wednesday,No,Spring,Morning,Clear,21.3,70.0,1.5,1.0,3.8,"Decent place to visit, nothing extraordinary but okay",0.0,Neutral,High,3.0,No,30.0,2-4 hours,Family,Yes,Yes,0.623
3378,PL9432,Science City,Kolkata,West Bengal,Cultural,22.537411000000002,88.398744,2021-06-20,2021,6,June,Sunday,Yes,Monsoon,Evening,Sunny,32.2,85.0,1.9,0.97,4.3,"Decent place to visit, nothing extraordinary but okay",0.0,Neutral,High,3.0,No,20.0,4-6 hours,Family,Yes,Yes,0.6455
3379,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.923334,72.83073399999999,2021-07-02,2021,7,July,Friday,No,Monsoon,Afternoon,Heavy Rain,31.9,85.0,27.8,0.21,4.8,Wonderful place to spend quality time with family,1.0,Positive,Low,1.0,No,100.0,< 1 hour,Solo,No,Yes,0.7905
3380,PL4820,Amber Fort,Jaipur,Rajasthan,Historic,26.988560999999997,75.853667,2021-10-25,2021,10,October,Monday,No,Winter,Night,Clear,12.8,65.0,2.3,0.89,4.9,"Peaceful and serene atmosphere, highly recommended to all",1.0,Positive,Medium,2.0,Yes,0.0,< 1 hour,Couple,Yes,Yes,0.8665
3381,PL2976,Krishnapuram Palace,Alleppey,Kerala,Historic,9.154268,76.52634900000001,2019-02-06,2019,2,February,Wednesday,No,Summer,Evening,Clear,24.3,55.0,1.8,0.97,4.0,"Unforgettable experience, will definitely visit again soon",1.0,Positive,Medium,2.0,Yes,0.0,Full Day,Family,Yes,,0.8325
3382,PL6568,Humayun's Tomb,Delhi,Delhi,Historic,28.597756999999998,77.254065,2023-01-13,2023,1,January,Friday,No,Summer,Night,Heavy Rain,31.0,42.0,0.4,0.24,4.4,"Misleading photos online, reality was quite underwhelming",-1.0,,Medium,2.0,No,150.0,< 1 hour,Family,Yes,Yes,0.424
3383,PL1787,Alappuzha Beach,Alleppey,Kerala,Natural,9.486033,76.33199400000001,2022-04-07,2022,4,April,Thursday,No,Spring,Afternoon,Sunny,19.2,69.0,0.5,0.82,4.7,"Average attraction, suitable for tourists visiting nearby",0.0,Neutral,High,3.0,Yes,0.0,4-6 hours,Family,No,Yes,0.632
3384,PL6357,Brindavan Gardens,Mysore,Karnataka,Natural,12.429197,76.57573500000001,2021-01-16,2021,1,January,Saturday,Yes,Summer,Night,Partly Cloudy,28.0,50.0,2.3,0.98,3.7,"Okay experience, could be better with improved maintenance",0.0,Neutral,High,3.0,Yes,0.0,< 1 hour,Solo,Yes,Yes,0.612
3385,PL4819,Lotus Temple,Delhi,Delhi,Religious,28.551107,77.254346,2022-01-02,2022,1,January,Sunday,Yes,Summer,Afternoon,,35.4,41.0,2.0,0.83,4.3,"Okay experience, could be better with improved maintenance",,,Medium,,No,150.0,4-6 hours,Group,Yes,Yes,0.6905
3386,PL6955,Victoria Memorial,Kolkata,West Bengal,Historic,22.548313999999998,88.345588,2022-03-28,2022,3,March,Monday,No,Spring,Morning,Cloudy,24.0,62.0,24.2,0.44,4.9,"Great experience overall, very well maintained and clean",1.0,Positive,Low,1.0,No,200.0,2-4 hours,Group,Yes,Yes,0.854
3387,PL4354,Partition Museum,Amritsar,Punjab,Cultural,31.636108,74.86810100000001,2021-04-23,2021,4,April,Friday,No,Spring,Evening,Cloudy,27.6,45.0,,0.72,4.2,"Great experience overall, very well maintained and clean",1.0,Positive,Medium,2.0,Yes,0.0,1-2 hours,Couple,Yes,Yes,0.782
3388,PL7387,Chhatrapati Shivaji Museum,Mumbai,Maharashtra,Cultural,18.925192,72.835164,2020-12-24,2020,12,December,Thursday,No,Winter,Evening,Cloudy,10.2,40.0,43.7,0.46,4.5,"Okay experience, could be better with improved maintenance",0.0,Neutral,Medium,2.0,No,20.0,< 1 hour,Family,No,Yes,0.61
3389,PL9861,Dal Lake,Srinagar,Jammu & Kashmir,Natural,34.079004,74.79611700000001,2019-01-25,2019,1,January,Friday,No,Summer,Morning,Clear,35.1,52.0,1.8,0.79,4.7,Not as grand as expected but still worth a short visit,0.0,Neutral,High,3.0,Yes,0.0,1-2 hours,Family,Yes,Yes,0.6245
3390,PL6821,Taj Mahal,Agra,Uttar Pradesh,Historic,27.175709,78.047081,2023-09-12,2023,9,September,Tuesday,No,Monsoon,Afternoon,Clear,31.7,80.0,1.8,0.88,4.8,Wonderful place to spend quality time with family,1.0,Positive,High,3.0,No,20.0,1-2 hours,Business,No,Yes,0.778
3391,PL7835,Hawa Mahal,Jaipur,Rajasthan,Historic,26.920415,75.830729,2019-07-10,2019,7,July,Wednesday,No,Monsoon,Evening,Light Rain,22.9,82.0,27.8,0.74,4.5,"Moderate crowd, facilities are acceptable for the price",,,Low,1.0,No,250.0,2-4 hours,Couple,Yes,Yes,0.78
3392,PL6461,Juhu Beach,Mumbai,Maharashtra,Natural,19.084302,72.822337,2020-10-13,2020,10,October,Tuesday,No,Winter,Night,Light Rain,15.1,56.0,2.0,0.61,3.9,"Loved the local food stalls nearby, great overall trip",1.0,Positive,Medium,2.0,No,500.0,Full Day,Family,Yes,Yes,0.7365
3393,PL5619,Mysore Palace,Mysore,Karnataka,Historic,12.305444,76.65054,2022-06-04,2022,6,June,Saturday,Yes,Monsoon,Afternoon,Cloudy,24.6,85.0,8.0,0.45,4.3,Wonderful place to spend quality time with family,1.0,Positive,High,3.0,No,500.0,Full Day,Group,Yes,Yes,0.6405
3394,PL5780,Pari Mahal,Srinagar,Jammu & Kashmir,Historic,34.077259999999995,74.846807,2021-09-12,2021,9,September,Sunday,Yes,Monsoon,Afternoon,Heavy Rain,24.2,82.0,13.6,0.13,4.8,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,No,200.0,4-6 hours,Couple,Yes,Yes,0.5905
3395,PL6942,Koodal Azhagar Temple,Madurai,Tamil Nadu,Religious,9.909453,78.124301,2019-06-10,2019,6,June,Monday,No,Monsoon,Evening,Clear,18.7,68.0,1.0,0.77,4.5,,,,High,3.0,Yes,0.0,Full Day,,Yes,Yes,0.6075
3396,PL6955,Victoria Memorial,Kolkata,West Bengal,Historic,22.547407,88.340773,2022-06-22,2022,6,June,Wednesday,No,Monsoon,Night,Light Rain,31.8,65.0,12.0,0.45,4.4,Fine place for a quick stop during your city tour,0.0,Neutral,High,3.0,Yes,0.0,4-6 hours,Family,,Yes,0.5215
3397,PL7146,Marari Beach,Alleppey,Kerala,Natural,9.580184000000001,76.30144899999999,2023-11-22,2023,11,November,Wednesday,No,Winter,Night,Cloudy,16.1,59.0,29.5,0.48,4.2,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,Medium,2.0,No,20.0,,Group,Yes,Yes,0.722
3398,PL6461,Juhu Beach,Mumbai,Maharashtra,Natural,19.08973,72.828039,2023-02-11,2023,2,February,Saturday,Yes,Summer,Morning,Windy,33.1,40.0,2.5,0.58,3.9,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,Yes,0.0,4-6 hours,Group,Yes,Yes,0.649
3399,PL8890,Nahargarh Fort,Jaipur,Rajasthan,Historic,26.943576,75.813383,2024-08-13,2024,8,August,Tuesday,No,Monsoon,Morning,Light Rain,26.3,80.0,19.5,0.74,4.3,"Mixed experience, some parts well maintained others not so",0.0,Neutral,Low,,Yes,0.0,4-6 hours,Couple,Yes,Yes,0.768
3400,PL1888,India Gate,Delhi,Delhi,Monument,28.609019,77.231845,2019-12-10,2019,12,December,Tuesday,No,Winter,Evening,Heavy Rain,12.8,46.0,44.8,0.39,4.9,"Heavily commercialised, lost its original charm sadly",-1.0,,High,3.0,Yes,0.0,4-6 hours,Couple,No,Yes,0.4115
3401,PL5780,Pari Mahal,Srinagar,Jammu & Kashmir,Historic,34.07734,74.847346,2022-05-03,2022,5,May,Tuesday,No,Spring,Afternoon,Foggy,15.9,46.0,0.2,0.4,3.9,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,No,150.0,4-6 hours,Solo,No,,0.604
3402,PL0730,Qutub Minar,Delhi,Delhi,Historic,28.526743,77.187736,2020-10-01,2020,10,October,Thursday,No,Winter,Afternoon,Heavy Rain,16.5,59.0,12.8,0.17,5.0,Incredible architecture that leaves you speechless completely,1.0,Positive,Medium,2.0,No,30.0,Full Day,Group,No,Yes,0.6925
3403,PL4354,Partition Museum,Amritsar,Punjab,Cultural,31.635963,74.87642600000001,2022-12-14,2022,12,December,Wednesday,No,Winter,Night,Heavy Rain,8.9,80.0,24.2,0.19,3.9,,1.0,Positive,High,3.0,No,50.0,Full Day,Group,Yes,Yes,0.5515
3404,PL6461,Juhu Beach,Mumbai,Maharashtra,Natural,19.088784,72.823813,2022-07-31,2022,7,July,Sunday,Yes,Monsoon,Afternoon,Windy,25.7,74.0,0.5,0.67,4.0,,1.0,Positive,High,3.0,No,200.0,< 1 hour,Group,Yes,Yes,0.6775
3405,PL5033,Marine Drive,Mumbai,Maharashtra,Natural,18.942062,72.81965100000001,2022-05-20,2022,5,May,Friday,No,Spring,Afternoon,Cloudy,20.3,52.0,17.7,0.49,3.9,"Average attraction, suitable for tourists visiting nearby",,,Low,1.0,No,75.0,2-4 hours,Couple,Yes,Yes,0.6815
3406,PL6357,Brindavan Gardens,Mysore,Karnataka,Natural,12.422362,76.571509,2022-09-16,2022,9,September,Friday,No,Monsoon,Evening,Partly Cloudy,,80.0,0.9,,4.2,"Peaceful and serene atmosphere, highly recommended to all",1.0,Positive,Low,1.0,No,500.0,4-6 hours,Group,,Yes,0.9395
3407,PL0581,Mysore Zoo,Mysore,Karnataka,Natural,12.297081,76.657361,2021-11-27,2021,11,November,Saturday,Yes,Winter,Morning,,13.1,59.0,44.3,0.71,5.0,Fine place for a quick stop during your city tour,,,High,3.0,No,30.0,Full Day,Business,Yes,,0.6225
3408,PL2976,Krishnapuram Palace,Alleppey,Kerala,Historic,9.154701,76.53131400000001,2019-01-15,2019,1,January,Tuesday,No,Summer,Evening,Foggy,30.7,51.0,0.4,0.36,4.9,Very informative guides and well preserved heritage site,0.0,Neutral,Low,1.0,No,30.0,4-6 hours,Group,Yes,,0.709
3409,PL9654,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,25.309143,83.012566,2022-01-10,2022,1,January,Monday,No,Summer,Night,,34.1,63.0,0.2,0.93,5.0,,1.0,Positive,Low,1.0,Yes,0.0,1-2 hours,Family,Yes,Yes,0.9825
3410,PL8003,Sundarbans,Kolkata,West Bengal,Natural,21.948154,88.992165,2019-09-14,2019,9,September,Saturday,Yes,Monsoon,Night,Clear,22.1,88.0,2.2,0.94,4.5,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,High,3.0,No,100.0,< 1 hour,Group,No,Yes,0.775
3411,PL8460,Karanji Lake,Mysore,Karnataka,Natural,12.291902,76.648893,2024-05-09,2024,5,May,Thursday,No,Spring,Evening,Cloudy,19.8,55.0,29.2,0.5,4.0,"Great experience overall, very well maintained and clean",1.0,Positive,High,3.0,No,100.0,1-2 hours,Family,Yes,,0.635
3412,PL5181,Dakshineswar Kali Temple,Kolkata,West Bengal,Religious,22.659497,88.35633800000001,2021-02-03,2021,2,February,Wednesday,No,Summer,Evening,Cloudy,31.7,30.0,23.3,0.63,5.0,"Long queues and rude staff, spoiled the overall experience",-1.0,Negative,High,3.0,No,500.0,2-4 hours,Couple,Yes,Yes,0.4775
3413,PL1787,Alappuzha Beach,Alleppey,Kerala,Natural,9.49288,76.326684,2023-07-19,2023,7,July,Wednesday,No,Monsoon,Evening,Cloudy,23.1,73.0,,0.47,4.7,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,High,3.0,No,50.0,< 1 hour,Group,No,,0.6695
3414,PL9780,Old Manali,Manali,Himachal Pradesh,Cultural,32.255106000000005,77.173856,2022-06-29,2022,6,June,Wednesday,No,Monsoon,Evening,,35.2,75.0,2.1,0.95,3.6,Excellent crowd management and great facilities available,,,High,3.0,Yes,0.0,< 1 hour,Couple,Yes,Yes,0.7235
3415,PL6364,Samanar Hills,Madurai,Tamil Nadu,Natural,9.968186,77.972398,2022-12-14,2022,12,December,Wednesday,No,Winter,Afternoon,,11.6,39.0,0.7,,4.0,Excellent crowd management and great facilities available,,,High,3.0,No,250.0,< 1 hour,Couple,Yes,Yes,0.6525
3416,PL5780,Pari Mahal,Srinagar,Jammu & Kashmir,Historic,34.079264,74.853552,2021-05-06,2021,5,May,Thursday,No,Spring,Morning,Heavy Rain,18.5,56.0,16.1,,4.4,"Average attraction, suitable for tourists visiting nearby",0.0,Neutral,Low,1.0,No,100.0,< 1 hour,Group,Yes,Yes,0.6465
3417,PL7146,Marari Beach,Alleppey,Kerala,Natural,9.583702,76.30592399999999,2019-12-15,2019,12,December,Sunday,Yes,Winter,Morning,Light Rain,12.1,54.0,36.2,0.71,4.8,"Misleading photos online, reality was quite underwhelming",-1.0,Negative,High,3.0,Yes,0.0,< 1 hour,Business,Yes,Yes,0.4855
3418,PL8858,Elephanta Caves,Mumbai,Maharashtra,Historic,18.959589,72.928401,2023-09-12,2023,9,September,Tuesday,No,Monsoon,Morning,Cloudy,26.0,51.0,1.0,0.61,5.0,"Okay experience, could be better with improved maintenance",0.0,Neutral,Low,1.0,No,50.0,1-2 hours,Group,No,Yes,0.7775
3419,PL0132,Red Fort,Delhi,Delhi,Historic,28.654231,77.241764,2020-12-12,2020,12,December,Saturday,Yes,Winter,Afternoon,Light Rain,20.2,38.0,15.6,0.65,3.7,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,No,50.0,4-6 hours,Couple,No,Yes,0.6545
3420,PL4354,Partition Museum,Amritsar,Punjab,Cultural,31.632466,74.868098,2019-04-27,2019,4,April,Saturday,Yes,Spring,Evening,Partly Cloudy,20.6,48.0,0.9,0.92,4.7,"Great experience overall, very well maintained and clean",1.0,Positive,High,3.0,No,50.0,2-4 hours,Solo,,Yes,0.782
3421,PL5296,Sarnath,Varanasi,Uttar Pradesh,Historic,25.373257000000002,83.02240300000001,2019-03-31,2019,3,March,Sunday,Yes,Spring,Evening,Foggy,25.8,,0.3,0.14,,"Heavily commercialised, lost its original charm sadly",-1.0,Negative,High,3.0,Yes,0.0,,Group,Yes,Yes,0.313
3422,PL7790,Golden Temple,Amritsar,Punjab,Religious,31.615493,74.877783,2023-02-16,2023,2,February,Thursday,No,Summer,Night,Foggy,34.2,43.0,2.3,0.26,4.3,"Unforgettable experience, will definitely visit again soon",1.0,Positive,Medium,2.0,No,200.0,2-4 hours,Couple,Yes,Yes,0.673
3423,PL9861,Dal Lake,Srinagar,Jammu & Kashmir,Natural,34.079087,74.799017,2022-10-25,2022,10,October,Tuesday,No,Winter,Night,Heavy Rain,16.3,,17.7,0.2,4.4,"Loved the local food stalls nearby, great overall trip",1.0,Positive,Medium,2.0,Yes,0.0,Full Day,,Yes,Yes,0.664
3424,PL5114,Hadimba Temple,Manali,Himachal Pradesh,Religious,32.239902,77.191373,2024-01-13,2024,1,January,Saturday,Yes,Summer,Night,Heavy Rain,29.6,43.0,8.1,0.19,5.0,"Typical tourist spot, does the job for a short visit",0.0,Neutral,Medium,2.0,Yes,0.0,2-4 hours,Couple,Yes,Yes,0.5725
3425,PL0712,Gandhi Museum,Madurai,Tamil Nadu,Cultural,9.918633999999999,78.117401,2019-11-19,2019,11,November,Tuesday,No,Winter,Evening,Partly Cloudy,17.5,46.0,2.5,0.94,4.5,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,High,,No,250.0,1-2 hours,Solo,No,Yes,0.775
3426,PL9604,Jal Mahal,Jaipur,Rajasthan,Natural,26.957087,75.84469700000001,2021-08-18,2021,8,August,Wednesday,No,Monsoon,Morning,Cloudy,29.7,71.0,10.9,0.75,3.2,,1.0,Positive,Medium,2.0,No,40.0,2-4 hours,Family,Yes,No,0.7295
3427,PL9432,Science City,Kolkata,West Bengal,Cultural,22.540863,88.391997,2022-03-18,2022,3,March,Friday,No,Spring,Night,Foggy,28.5,63.0,0.6,0.39,3.9,"Mixed experience, some parts well maintained others not so",0.0,Neutral,Medium,2.0,No,100.0,,Group,No,Yes,0.5565
3428,PL7146,Marari Beach,Alleppey,Kerala,Natural,9.580833,76.300173,2024-07-08,2024,7,July,Monday,No,Monsoon,Morning,Partly Cloudy,24.5,72.0,1.5,0.76,4.2,"Unforgettable experience, will definitely visit again soon",1.0,Positive,Low,1.0,Yes,0.0,Full Day,Couple,Yes,Yes,0.892
3429,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.925122,72.831216,2024-05-07,2024,5,May,Tuesday,No,Spring,Afternoon,Light Rain,20.3,61.0,36.4,0.41,4.8,One of the most beautiful places I have ever seen in my life,1.0,Positive,Low,1.0,No,200.0,< 1 hour,Group,Yes,Yes,0.8405
3430,PL9407,Chamundi Hill,Mysore,Karnataka,Religious,12.270306000000001,76.674238,2021-05-23,2021,5,May,Sunday,Yes,Spring,Afternoon,Foggy,23.9,43.0,2.0,0.11,4.6,"Great experience overall, very well maintained and clean",1.0,Positive,High,3.0,Yes,0.0,Full Day,Solo,,Yes,0.5735
3431,PL5358,Indian Museum,Kolkata,West Bengal,Cultural,22.560255,88.35175699999999,2020-08-18,2020,8,August,Tuesday,No,Monsoon,Morning,Sunny,32.5,92.0,0.6,0.89,4.0,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,Low,1.0,No,250.0,Full Day,Group,Yes,Yes,0.9125
3432,PL4819,Lotus Temple,Delhi,Delhi,Religious,28.558193,77.25956199999999,2023-05-22,2023,5,May,Monday,No,Spring,Afternoon,Heavy Rain,21.6,49.0,1.2,0.25,4.4,"Unforgettable experience, will definitely visit again soon",1.0,Positive,High,3.0,No,200.0,1-2 hours,Solo,Yes,Yes,0.5965
3433,PL9432,Science City,Kolkata,West Bengal,Cultural,22.536995,88.399405,2019-12-14,2019,12,December,Saturday,Yes,Winter,Evening,Foggy,13.2,61.0,2.2,0.12,4.0,Amazing historical significance and stunning architecture,1.0,,High,3.0,No,75.0,2-4 hours,Group,Yes,Yes,0.54
3434,PL5997,Jallianwala Bagh,Amritsar,Punjab,Historic,31.616208,74.871791,2019-01-08,2019,1,January,Tuesday,No,Summer,Morning,Windy,29.8,61.0,0.6,0.42,5.0,"Loved the local food stalls nearby, great overall trip",1.0,Positive,Medium,2.0,No,200.0,4-6 hours,Business,Yes,Yes,0.755
3435,PL9654,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,25.30605,83.009384,2024-08-23,2024,8,August,Friday,No,Monsoon,Morning,Clear,23.3,73.0,0.6,0.84,5.0,One of the most beautiful places I have ever seen in my life,1.0,Positive,Low,1.0,No,500.0,4-6 hours,Family,Yes,Yes,0.96
3436,PL7369,Ramoji Film City,Hyderabad,Telangana,Cultural,17.252687,78.678273,2023-01-25,2023,1,January,Wednesday,No,Summer,Afternoon,Partly Cloudy,28.2,36.0,2.5,0.87,4.9,"Unforgettable experience, will definitely visit again soon",1.0,Positive,Medium,2.0,Yes,0.0,Full Day,Solo,No,Yes,0.8615
3437,PL0739,Gulmarg Gondola,Gulmarg,Jammu & Kashmir,Natural,34.051050000000004,74.376486,2021-10-07,2021,10,October,Thursday,No,Winter,Morning,Windy,7.5,46.0,0.4,0.59,4.3,Reasonable entry fee for what the place offers visitors,0.0,Neutral,Medium,2.0,No,40.0,4-6 hours,Business,Yes,Yes,0.6305
